year,month,season,state,region,avg_temp_c,max_temp_c,min_temp_c,rainfall_mm,humidity_pct,wind_speed_kmh,sunshine_hrs,heat_index,temp_anomaly_c,el_nino_flag,drought_flag
2012,5,Summer,Kerala,South,26.3,33.54,22.4,1.93,81.82,5.47,5.23,28.36,-0.15,0,1
2012,6,Monsoon,Kerala,South,24.62,31.04,21.37,11.3,87.63,6.05,4.37,24.95,-0.03,0,0
2012,7,Monsoon,Kerala,South,24.21,27.71,20.93,6.39,90.61,6.05,4.55,23.95,0.31,0,1
2012,8,Monsoon,Kerala,South,23.81,28.68,20.91,8.98,90.43,5.69,4.13,23.19,0.01,0,0
2012,9,Monsoon,Kerala,South,24.04,28.58,20.71,4.47,89.21,4.97,5.09,23.73,0.01,0,0
2012,10,Post-Monsoon,Kerala,South,24.59,30.02,20.65,6.14,85.65,3.56,5.08,24.98,0.33,0,0
2012,11,Post-Monsoon,Kerala,South,24.03,30.03,16.77,3.4,80.73,3.38,5.18,24.36,0.16,0,0
2012,12,Winter,Kerala,South,25.14,32.55,17.59,0.21,69.01,4.21,4.92,26.15,1.99,0,1
2013,1,Winter,Kerala,South,26.08,34.43,18.58,0.02,58.36,4.14,5.64,26.95,1.37,0,1
2013,2,Winter,Kerala,South,26.46,35.83,17.23,1.56,60.81,4.43,5.93,27.47,-0.02,0,0
2013,3,Summer,Kerala,South,28.08,37.19,19.04,0.97,62.83,4.18,5.99,29.9,0.07,0,0
2013,4,Summer,Kerala,South,28.76,38.97,22.45,0.32,64.95,5.65,5.96,31.38,1.05,0,1
2013,5,Summer,Kerala,South,27.08,35.49,22.28,4.2,77.25,6.23,5.05,29.65,0.63,0,0
2013,6,Monsoon,Kerala,South,24.37,28.71,21.76,21.45,90.46,7.24,3.54,24.29,-0.28,0,0
2013,7,Monsoon,Kerala,South,23.43,26.72,21.12,17.68,92.51,6.91,3.43,22.24,-0.47,0,0
2013,8,Monsoon,Kerala,South,23.72,28.96,21.0,7.43,91.82,5.98,4.54,22.87,-0.08,0,0
2013,9,Monsoon,Kerala,South,23.9,28.76,20.69,5.29,89.96,5.36,4.75,23.4,-0.13,0,0
2013,10,Post-Monsoon,Kerala,South,24.12,29.17,20.59,5.74,89.01,4.54,4.94,23.9,-0.14,0,0
2013,11,Post-Monsoon,Kerala,South,24.27,29.19,18.69,3.74,84.13,3.2,4.85,24.51,0.4,0,0
2013,12,Winter,Kerala,South,23.43,30.38,16.43,0.91,73.39,4.25,5.0,24.19,0.28,0,0
2014,1,Winter,Kerala,South,25.16,33.48,18.39,0.01,62.14,4.64,5.47,26.14,0.45,0,1
2014,2,Winter,Kerala,South,26.74,35.91,18.23,0.08,58.78,4.57,5.79,27.69,0.26,0,1
2014,3,Summer,Kerala,South,28.56,38.17,19.69,0.22,52.0,4.07,6.39,29.32,0.55,0,1
2014,4,Summer,Kerala,South,28.12,38.57,23.51,1.72,71.84,4.28,5.75,31.16,0.41,0,0
2014,5,Summer,Kerala,South,26.42,33.59,21.86,8.81,83.56,4.43,5.31,28.72,-0.03,0,0
2014,6,Monsoon,Kerala,South,25.42,29.14,22.6,9.2,89.27,6.52,4.65,26.62,0.77,0,0
2014,7,Monsoon,Kerala,South,24.15,28.65,20.58,17.45,92.14,6.16,4.06,23.71,0.25,0,0
2014,8,Monsoon,Kerala,South,23.69,27.95,21.3,15.46,92.13,5.54,4.16,22.78,-0.11,0,0
2014,9,Monsoon,Kerala,South,24.44,29.45,21.43,6.73,90.07,5.04,5.23,24.46,0.41,0,0
2014,10,Post-Monsoon,Kerala,South,24.39,29.22,19.88,8.95,87.89,3.49,4.59,24.49,0.13,0,0
2014,11,Post-Monsoon,Kerala,South,23.9,28.97,17.95,3.3,82.42,3.64,4.51,24.05,0.03,0,0
2014,12,Winter,Kerala,South,23.91,30.01,16.97,0.71,78.15,4.32,4.45,24.37,0.76,0,0
2015,1,Winter,Kerala,South,24.54,33.76,16.06,0.02,66.32,4.25,5.43,25.54,-0.17,1,1
2015,2,Winter,Kerala,South,26.45,35.15,18.58,0.02,55.11,4.64,6.14,27.17,-0.03,1,1
2015,3,Summer,Kerala,South,27.76,36.78,20.17,1.27,63.36,3.82,6.1,29.45,-0.25,1,0
2015,4,Summer,Kerala,South,27.18,35.71,22.0,3.72,74.84,3.53,5.72,29.62,-0.53,1,0
2015,5,Summer,Kerala,South,26.49,33.45,22.47,5.46,82.34,4.07,4.94,28.8,0.04,1,0
2015,6,Monsoon,Kerala,South,25.19,30.7,21.74,9.0,87.67,5.83,4.4,26.12,0.54,1,0
2015,7,Monsoon,Kerala,South,24.57,28.44,20.81,5.45,89.48,5.8,4.63,24.76,0.67,1,1
2015,8,Monsoon,Kerala,South,24.59,29.51,21.18,4.42,89.45,5.0,5.0,24.8,0.79,1,1
2015,9,Monsoon,Kerala,South,24.89,30.43,21.26,5.38,87.01,4.57,5.41,25.51,0.86,1,0
2015,10,Post-Monsoon,Kerala,South,25.21,30.91,20.82,4.78,83.97,3.28,4.9,26.2,0.95,1,0
2015,11,Post-Monsoon,Kerala,South,24.26,29.21,17.92,6.32,85.39,3.67,4.3,24.41,0.39,1,0
2015,12,Winter,Kerala,South,24.42,32.16,17.46,1.12,77.99,4.32,4.68,25.05,1.27,1,0
2016,1,Winter,Kerala,South,24.98,34.67,16.45,0.16,65.05,4.32,5.28,25.98,0.27,0,1
2016,2,Winter,Kerala,South,27.54,37.61,17.47,0.33,58.65,4.25,5.78,28.67,1.06,0,0
2016,3,Summer,Kerala,South,29.19,38.31,22.39,0.28,60.48,4.36,6.21,31.44,1.18,0,1
2016,4,Summer,Kerala,South,29.54,38.46,24.31,0.86,66.96,5.15,6.01,33.31,1.83,0,1
2016,5,Summer,Kerala,South,27.62,37.09,23.86,4.45,79.0,5.4,5.29,31.04,1.17,0,0
2016,6,Monsoon,Kerala,South,24.88,29.2,20.98,11.61,88.77,6.41,3.83,25.43,0.23,0,0
2016,7,Monsoon,Kerala,South,24.07,27.46,20.75,10.78,91.37,6.01,4.3,23.61,0.17,0,0
2016,8,Monsoon,Kerala,South,24.13,28.46,20.9,4.23,90.19,6.12,4.8,23.83,0.33,0,1
2016,9,Monsoon,Kerala,South,23.9,28.67,19.9,1.53,88.54,5.44,5.03,23.54,-0.13,0,1
2016,10,Post-Monsoon,Kerala,South,25.03,31.8,20.28,1.82,80.85,4.39,4.89,25.91,0.77,0,1
2016,11,Post-Monsoon,Kerala,South,25.15,33.33,18.32,2.11,72.81,3.49,4.89,26.16,1.28,0,1
2016,12,Winter,Kerala,South,25.04,33.81,17.86,1.78,68.68,4.0,4.76,26.04,1.89,0,0
2017,1,Winter,Kerala,South,25.26,34.41,17.2,0.62,60.77,4.57,5.2,26.22,0.55,0,0
2017,2,Winter,Kerala,South,26.53,37.21,17.82,0.01,52.38,4.64,6.38,27.11,0.05,0,1
2017,3,Summer,Kerala,South,27.27,37.23,20.33,2.17,66.48,3.89,6.04,28.99,-0.74,0,0
2017,4,Summer,Kerala,South,28.25,36.87,23.25,1.54,71.31,5.18,6.15,31.35,0.54,0,1
2017,5,Summer,Kerala,South,26.9,35.46,21.61,6.42,81.52,4.86,5.34,29.66,0.45,0,0
2017,6,Monsoon,Kerala,South,25.06,29.2,21.47,10.23,88.49,5.87,4.17,25.82,0.41,0,0
2017,7,Monsoon,Kerala,South,24.33,28.37,21.09,7.2,90.68,5.4,4.6,24.19,0.43,0,1
2017,8,Monsoon,Kerala,South,24.19,28.98,21.12,9.32,91.53,5.18,4.32,23.84,0.39,0,0
2017,9,Monsoon,Kerala,South,24.52,29.66,21.23,12.03,90.83,4.93,4.9,24.58,0.49,0,0
2017,10,Post-Monsoon,Kerala,South,24.55,28.94,20.28,4.96,88.26,3.46,4.75,24.78,0.29,0,0
2017,11,Post-Monsoon,Kerala,South,24.55,29.2,19.88,2.87,83.52,3.17,4.58,25.01,0.68,0,0
2017,12,Winter,Kerala,South,23.55,30.34,16.45,1.65,77.61,4.43,4.98,23.98,0.4,0,0
2018,1,Winter,Kerala,South,24.77,34.12,17.5,0.06,65.57,3.89,5.27,25.77,0.06,1,1
2018,2,Winter,Kerala,South,26.26,36.3,17.15,0.38,55.69,4.21,6.3,27.01,-0.22,1,0
2018,3,Summer,Kerala,South,28.07,37.59,19.61,1.19,59.64,4.14,6.14,29.51,0.06,1,0
2018,4,Summer,Kerala,South,28.06,36.97,23.5,2.52,73.27,3.64,6.04,31.24,0.35,1,0
2018,5,Summer,Kerala,South,26.13,32.68,22.04,8.58,85.15,4.68,5.1,28.15,-0.32,1,0
2018,6,Monsoon,Kerala,South,24.72,28.8,20.99,13.17,89.77,6.19,3.91,25.06,0.07,1,0
2018,7,Monsoon,Kerala,South,24.13,28.11,20.71,15.95,91.95,6.91,3.86,23.68,0.23,1,0
2018,8,Monsoon,Kerala,South,23.58,27.72,20.59,15.33,92.18,6.48,4.01,22.56,-0.22,1,0
2018,9,Monsoon,Kerala,South,24.27,29.99,20.05,3.85,87.47,4.39,5.98,24.29,0.24,1,1
2018,10,Post-Monsoon,Kerala,South,24.71,29.72,19.9,7.44,85.16,3.35,5.0,25.23,0.45,1,0
2018,11,Post-Monsoon,Kerala,South,24.56,29.5,17.72,3.26,82.49,3.31,4.73,25.07,0.69,1,0
2018,12,Winter,Kerala,South,24.98,32.31,18.81,0.48,74.35,3.82,4.63,25.92,1.83,1,1
2019,1,Winter,Kerala,South,24.53,33.76,15.88,0.0,58.36,4.57,5.51,25.63,-0.18,0,1
2019,2,Winter,Kerala,South,27.62,37.52,19.35,0.32,56.59,4.54,5.99,28.59,1.14,0,0
2019,3,Summer,Kerala,South,29.0,39.11,21.19,0.48,58.12,4.28,6.54,30.75,0.99,0,1
2019,4,Summer,Kerala,South,29.35,39.17,23.69,3.01,66.71,4.72,6.3,32.85,1.64,0,0
2019,5,Summer,Kerala,South,27.78,36.12,22.87,2.33,76.18,5.4,5.74,31.03,1.33,0,1
2019,6,Monsoon,Kerala,South,26.16,33.45,22.38,6.39,84.9,5.98,4.78,28.21,1.51,0,1
2019,7,Monsoon,Kerala,South,24.65,29.24,21.48,10.23,89.02,6.01,4.4,24.94,0.75,0,0
2019,8,Monsoon,Kerala,South,23.98,27.84,21.41,18.77,91.86,5.87,3.73,23.38,0.18,0,0
2019,9,Monsoon,Kerala,South,24.47,29.39,21.2,10.21,90.24,4.43,4.65,24.51,0.44,0,0
2019,10,Post-Monsoon,Kerala,South,24.52,29.48,21.05,12.53,88.79,3.64,4.77,24.69,0.26,0,0
2019,11,Post-Monsoon,Kerala,South,24.8,29.68,20.2,3.75,86.57,3.78,4.89,25.35,0.93,0,0
2019,12,Winter,Kerala,South,24.11,29.75,19.3,2.02,82.74,4.93,4.68,24.34,0.96,0,0
2020,1,Winter,Kerala,South,25.32,34.24,17.59,0.2,70.37,4.18,5.69,26.38,0.61,0,1
2020,2,Winter,Kerala,South,27.12,36.07,19.03,0.25,58.87,4.28,6.08,28.15,0.64,0,0
2020,3,Summer,Kerala,South,28.67,38.54,22.4,0.78,62.27,4.18,6.26,30.81,0.66,0,0
2020,4,Summer,Kerala,South,29.14,38.71,23.25,1.71,66.19,4.03,6.12,32.32,1.43,0,0
2020,5,Summer,Kerala,South,27.67,36.22,23.39,3.86,79.18,4.97,5.43,31.18,1.22,0,1
2020,6,Monsoon,Kerala,South,25.24,30.12,22.0,8.11,86.61,5.76,4.51,26.23,0.59,0,0
2020,7,Monsoon,Kerala,South,24.13,28.3,21.71,13.13,91.21,5.22,4.36,23.74,0.23,0,0
2020,8,Monsoon,Kerala,South,24.35,28.91,21.86,12.53,91.47,5.58,4.58,24.18,0.55,0,0
2020,9,Monsoon,Kerala,South,24.06,29.61,20.67,11.8,90.79,5.0,4.05,23.64,0.03,0,0
2020,10,Post-Monsoon,Kerala,South,24.31,29.57,20.66,4.91,88.34,4.46,4.98,24.31,0.05,0,0
2020,11,Post-Monsoon,Kerala,South,24.61,29.72,17.33,5.18,83.95,3.49,4.83,25.1,0.74,0,0
2020,12,Winter,Kerala,South,23.8,30.51,17.58,2.0,79.7,4.57,4.43,24.12,0.65,0,0
2021,1,Winter,Kerala,South,24.24,31.7,17.69,3.47,78.44,4.36,4.74,24.78,-0.47,0,0
2021,2,Winter,Kerala,South,25.49,35.39,16.61,0.91,64.6,4.32,6.13,26.51,-0.99,0,0
2021,3,Summer,Kerala,South,27.5,36.11,19.34,1.63,62.91,3.28,6.56,29.01,-0.51,0,0
2021,4,Summer,Kerala,South,27.66,37.44,22.59,2.25,73.7,3.6,5.65,30.46,-0.05,0,0
2021,5,Summer,Kerala,South,26.15,34.02,22.5,9.94,84.73,4.39,4.93,28.18,-0.3,0,0
2021,6,Monsoon,Kerala,South,25.02,29.67,21.13,8.28,88.58,5.36,4.93,25.74,0.37,0,0
2021,7,Monsoon,Kerala,South,24.33,28.2,22.05,12.27,91.23,6.23,4.14,24.15,0.43,0,0
2021,8,Monsoon,Kerala,South,24.03,28.51,20.41,8.44,90.49,4.97,4.48,23.61,0.23,0,0
2021,9,Monsoon,Kerala,South,24.34,29.17,21.54,7.25,90.53,4.75,4.66,24.22,0.31,0,0
2021,10,Post-Monsoon,Kerala,South,24.67,28.85,22.11,13.33,90.38,3.71,4.05,24.92,0.41,0,0
2021,11,Post-Monsoon,Kerala,South,24.09,28.38,20.9,10.08,90.06,3.6,3.73,23.76,0.22,0,0
2021,12,Winter,Kerala,South,23.3,28.65,16.59,1.05,83.45,4.32,5.01,23.11,0.15,0,0
2022,1,Winter,Kerala,South,24.16,32.65,17.52,0.68,77.14,4.25,5.41,24.75,-0.55,0,0
2022,2,Winter,Kerala,South,26.11,35.61,18.78,0.15,63.71,3.92,5.83,27.19,-0.37,0,1
2022,3,Summer,Kerala,South,27.92,36.9,19.11,1.49,60.72,4.07,6.03,29.41,-0.09,0,0
2022,4,Summer,Kerala,South,27.36,35.8,22.29,4.63,77.2,3.42,5.46,30.24,-0.35,0,0
2022,5,Summer,Kerala,South,25.81,33.35,22.08,9.08,86.17,5.33,4.28,27.46,-0.64,0,0
2022,6,Monsoon,Kerala,South,24.71,29.64,21.58,7.67,88.19,4.61,4.94,25.1,0.06,0,0
2022,7,Monsoon,Kerala,South,23.92,29.58,21.34,14.71,91.19,5.54,4.03,23.33,0.02,0,0
2022,8,Monsoon,Kerala,South,23.85,29.71,21.1,15.34,91.41,5.76,4.39,23.17,0.05,0,0
2022,9,Monsoon,Kerala,South,24.08,29.11,20.82,6.46,89.97,4.61,5.19,23.75,0.05,0,0
2022,10,Post-Monsoon,Kerala,South,24.29,29.38,18.79,4.85,86.4,3.49,4.74,24.4,0.03,0,0
2022,11,Post-Monsoon,Kerala,South,24.03,29.13,17.56,4.45,83.81,2.88,4.28,24.14,0.16,0,0
2022,12,Winter,Kerala,South,23.79,29.57,17.46,3.86,80.53,3.78,4.42,24.04,0.64,0,0
2023,1,Winter,Kerala,South,23.97,32.84,16.71,0.26,66.3,3.96,5.45,25.05,-0.74,1,0
2023,2,Winter,Kerala,South,26.46,36.68,18.26,0.13,53.31,3.67,6.25,27.09,-0.02,1,1
2023,3,Summer,Kerala,South,27.97,36.93,19.02,0.91,54.95,4.36,6.33,28.88,-0.04,1,0
2023,4,Summer,Kerala,South,28.58,37.95,22.56,2.02,66.1,3.71,6.33,31.22,0.87,1,0
2023,5,Summer,Kerala,South,27.24,35.01,22.77,3.37,78.48,4.25,5.49,30.12,0.79,1,1
2023,6,Monsoon,Kerala,South,26.06,32.81,21.2,6.78,83.07,4.82,4.65,27.91,1.41,1,1
2023,7,Monsoon,Kerala,South,24.45,29.09,20.63,11.04,89.68,5.83,4.01,24.5,0.55,1,0
2023,8,Monsoon,Kerala,South,25.04,30.61,21.54,1.97,87.48,4.97,5.74,25.8,1.24,1,1
2023,9,Monsoon,Kerala,South,24.39,29.26,21.34,9.45,88.54,4.54,4.39,24.45,0.36,1,0
2023,10,Post-Monsoon,Kerala,South,24.93,30.25,20.12,7.1,85.81,3.06,4.82,25.62,0.67,1,0
2023,11,Post-Monsoon,Kerala,South,24.84,29.79,20.12,7.63,85.67,3.1,4.61,25.45,0.97,1,0
2023,12,Winter,Kerala,South,24.29,30.19,17.9,2.6,84.11,4.39,4.52,24.54,1.14,1,0
2024,1,Winter,Kerala,South,24.41,32.24,18.43,2.17,77.1,4.21,5.12,25.08,-0.3,0,0
2024,2,Winter,Kerala,South,26.9,37.02,18.68,0.02,60.94,4.39,6.27,28.02,0.42,0,1
2024,3,Summer,Kerala,South,29.46,38.88,20.8,0.11,56.5,4.14,6.51,31.25,1.45,0,1
2024,4,Summer,Kerala,South,30.33,39.75,24.56,0.94,63.94,4.5,6.33,34.36,2.62,0,1
2024,5,Summer,Kerala,South,27.5,37.53,22.47,10.04,80.79,5.11,4.55,30.98,1.05,0,0
2024,6,Monsoon,Kerala,South,25.22,29.38,22.22,10.66,88.24,4.82,4.19,26.17,0.57,0,0
2024,7,Monsoon,Kerala,South,24.35,28.04,21.69,16.7,91.33,5.98,3.57,24.19,0.45,0,0
2024,8,Monsoon,Kerala,South,24.71,30.13,22.03,6.53,91.72,5.11,4.63,24.95,0.91,0,0
2024,9,Monsoon,Kerala,South,24.84,29.49,20.99,4.08,89.61,5.18,5.33,25.32,0.81,0,1
2024,10,Post-Monsoon,Kerala,South,24.83,30.26,21.28,7.52,88.39,3.28,4.59,25.34,0.57,0,0
2024,11,Post-Monsoon,Kerala,South,24.9,29.54,20.21,3.92,84.19,3.35,4.56,25.61,1.03,0,0
2024,12,Winter,Kerala,South,24.45,29.96,18.47,3.76,83.93,4.07,4.46,24.82,1.3,0,0
2025,1,Winter,Kerala,South,24.49,33.69,17.13,0.34,68.96,5.18,5.23,25.44,-0.22,0,0
2025,2,Winter,Kerala,South,27.01,36.78,17.92,0.01,54.42,4.07,6.46,27.71,0.53,0,1
2025,3,Summer,Kerala,South,28.25,37.16,20.6,2.16,66.69,3.74,6.14,30.69,0.24,0,0
2025,4,Summer,Kerala,South,27.59,35.05,23.41,4.29,77.45,3.78,5.72,30.77,-0.12,0,0
2025,5,Summer,Kerala,South,26.92,34.37,23.27,14.12,82.34,6.55,4.6,29.78,0.47,0,0
2025,6,Monsoon,Kerala,South,25.4,29.97,21.79,12.96,90.59,6.48,4.2,26.57,0.75,0,0
2025,7,Monsoon,Kerala,South,24.44,27.69,21.58,10.85,91.86,6.84,3.84,24.34,0.54,0,0
2025,8,Monsoon,Kerala,South,24.18,28.55,20.72,7.21,91.32,6.05,4.19,23.84,0.38,0,0
2025,9,Monsoon,Kerala,South,24.69,29.05,21.83,4.11,90.1,5.54,5.09,24.98,0.66,0,0
2025,10,Post-Monsoon,Kerala,South,25.16,29.97,22.09,8.88,89.06,4.0,4.59,26.03,0.9,0,0
2025,11,Post-Monsoon,Kerala,South,24.38,29.76,18.64,2.39,84.14,3.92,4.31,24.69,0.51,0,1
2025,12,Winter,Kerala,South,23.25,30.54,15.83,0.68,75.83,4.32,4.87,23.82,0.1,0,1
2000,1,Winter,Madhya Pradesh,Central,18.7,33.35,6.84,0.0,29.27,6.3,5.0,24.63,-0.06,0,1
2000,2,Winter,Madhya Pradesh,Central,20.23,35.37,7.96,0.15,25.48,6.91,5.44,24.02,-1.74,0,1
2000,3,Summer,Madhya Pradesh,Central,25.24,41.44,11.11,0.0,14.45,7.92,6.95,24.82,-2.0,0,1
2000,4,Summer,Madhya Pradesh,Central,33.3,45.07,19.35,0.01,12.51,9.14,7.62,30.88,0.83,0,1
2000,5,Summer,Madhya Pradesh,Central,34.02,45.85,23.67,1.65,34.62,11.2,6.99,34.2,-1.51,0,0
2000,6,Monsoon,Madhya Pradesh,Central,31.54,41.88,23.45,3.3,56.28,11.56,5.25,35.03,-0.92,0,1
2000,7,Monsoon,Madhya Pradesh,Central,26.96,37.38,22.01,16.47,82.3,11.45,3.65,29.87,-0.39,0,0
2000,8,Monsoon,Madhya Pradesh,Central,26.55,32.09,21.83,8.06,86.68,9.86,4.36,29.24,0.29,0,0
2000,9,Monsoon,Madhya Pradesh,Central,25.86,32.6,19.66,2.27,80.18,6.88,5.05,27.4,-0.18,0,1
2000,10,Post-Monsoon,Madhya Pradesh,Central,25.94,36.48,13.81,0.07,52.26,4.72,5.9,26.6,1.78,0,1
2000,11,Post-Monsoon,Madhya Pradesh,Central,23.26,35.1,12.14,0.0,27.75,5.26,5.21,24.68,1.65,0,1
2000,12,Winter,Madhya Pradesh,Central,19.53,32.27,7.28,0.05,17.43,5.47,4.61,22.62,0.12,0,1
2001,1,Winter,Madhya Pradesh,Central,18.75,34.67,6.53,0.11,24.88,5.72,4.48,23.94,-0.01,0,1
2001,2,Winter,Madhya Pradesh,Central,22.53,36.58,9.38,0.07,17.21,6.41,5.69,23.62,0.56,0,1
2001,3,Summer,Madhya Pradesh,Central,27.69,39.6,13.12,0.19,23.4,6.7,5.9,26.63,0.45,0,1
2001,4,Summer,Madhya Pradesh,Central,31.86,45.41,17.41,0.29,19.89,8.1,7.13,29.84,-0.61,0,0
2001,5,Summer,Madhya Pradesh,Central,35.11,47.07,26.06,1.98,31.95,10.44,7.24,35.26,-0.42,0,0
2001,6,Monsoon,Madhya Pradesh,Central,28.21,38.02,21.14,10.24,75.4,11.99,4.74,31.89,-4.25,0,0
2001,7,Monsoon,Madhya Pradesh,Central,25.87,32.46,22.4,12.85,88.1,12.6,3.44,27.66,-1.48,0,0
2001,8,Monsoon,Madhya Pradesh,Central,26.25,31.35,21.23,7.38,88.96,8.57,3.86,28.63,-0.01,0,1
2001,9,Monsoon,Madhya Pradesh,Central,26.81,33.74,19.32,1.23,75.14,5.33,5.67,28.93,0.77,0,1
2001,10,Post-Monsoon,Madhya Pradesh,Central,24.66,34.31,14.4,2.4,69.11,5.44,5.08,25.61,0.5,0,0
2001,11,Post-Monsoon,Madhya Pradesh,Central,21.59,34.85,9.76,0.01,48.95,5.33,4.99,24.96,-0.02,0,1
2001,12,Winter,Madhya Pradesh,Central,19.85,32.94,7.84,0.0,29.07,5.26,4.63,24.45,0.44,0,1
2002,1,Winter,Madhya Pradesh,Central,18.45,33.21,5.98,0.03,30.58,5.8,4.6,24.87,-0.31,1,1
2002,2,Winter,Madhya Pradesh,Central,21.76,36.48,7.61,0.8,36.39,7.02,4.94,24.87,-0.21,1,0
2002,3,Summer,Madhya Pradesh,Central,27.29,41.58,12.84,0.29,20.7,6.55,6.45,26.29,0.05,1,0
2002,4,Summer,Madhya Pradesh,Central,32.26,44.94,18.44,0.36,16.95,8.42,7.17,30.08,-0.21,1,0
2002,5,Summer,Madhya Pradesh,Central,36.6,46.81,25.22,0.71,21.02,12.31,7.35,35.08,1.07,1,0
2002,6,Monsoon,Madhya Pradesh,Central,33.3,44.34,24.95,4.13,50.76,12.35,5.2,37.13,0.84,1,0
2002,7,Monsoon,Madhya Pradesh,Central,29.98,38.41,23.56,2.16,63.4,13.32,5.04,33.49,2.63,1,1
2002,8,Monsoon,Madhya Pradesh,Central,26.52,34.46,21.94,20.25,86.06,9.47,3.03,29.12,0.26,1,0
2002,9,Monsoon,Madhya Pradesh,Central,25.23,31.69,18.51,4.25,82.46,7.56,5.23,26.25,-0.81,1,0
2002,10,Post-Monsoon,Madhya Pradesh,Central,24.72,33.82,14.9,0.4,64.0,5.04,5.58,25.74,0.56,1,1
2002,11,Post-Monsoon,Madhya Pradesh,Central,22.1,33.77,13.02,0.27,47.66,5.29,4.89,24.99,0.49,1,0
2002,12,Winter,Madhya Pradesh,Central,21.08,33.05,8.56,0.05,35.49,5.58,4.47,24.85,1.67,1,1
2003,1,Winter,Madhya Pradesh,Central,18.76,34.26,6.01,0.12,31.37,5.8,4.53,24.89,0.0,0,1
2003,2,Winter,Madhya Pradesh,Central,21.45,36.22,8.91,1.57,53.04,6.8,5.19,24.82,-0.52,0,0
2003,3,Summer,Madhya Pradesh,Central,26.76,40.36,7.98,0.23,21.64,6.55,6.55,25.99,-0.48,0,1
2003,4,Summer,Madhya Pradesh,Central,33.03,44.65,21.12,0.12,18.06,7.7,7.1,30.85,0.56,0,1
2003,5,Summer,Madhya Pradesh,Central,35.48,45.76,22.07,0.0,15.07,10.84,7.52,33.06,-0.05,0,1
2003,6,Monsoon,Madhya Pradesh,Central,33.09,47.25,23.87,7.4,50.09,13.64,6.03,36.5,0.63,0,0
2003,7,Monsoon,Madhya Pradesh,Central,27.21,33.52,23.59,14.43,85.5,9.54,4.14,30.82,-0.14,0,0
2003,8,Monsoon,Madhya Pradesh,Central,25.94,31.63,21.71,11.3,90.11,10.51,3.36,27.89,-0.32,0,0
2003,9,Monsoon,Madhya Pradesh,Central,25.37,30.26,22.2,11.83,91.0,7.99,2.98,26.5,-0.67,0,0
2003,10,Post-Monsoon,Madhya Pradesh,Central,22.83,30.44,13.54,0.82,78.69,5.76,5.31,23.11,-1.33,0,0
2003,11,Post-Monsoon,Madhya Pradesh,Central,21.5,29.94,12.13,0.04,68.7,4.14,4.75,23.53,-0.11,0,1
2003,12,Winter,Madhya Pradesh,Central,18.45,30.79,6.16,0.1,59.2,5.15,4.52,25.25,-0.96,0,1
2004,1,Winter,Madhya Pradesh,Central,17.57,31.51,7.0,1.66,59.84,5.94,4.36,25.77,-1.19,1,0
2004,2,Winter,Madhya Pradesh,Central,20.76,37.6,5.8,0.0,35.76,6.08,5.78,24.88,-1.21,1,1
2004,3,Summer,Madhya Pradesh,Central,28.91,42.12,14.34,0.01,15.67,6.52,6.57,27.31,1.67,1,1
2004,4,Summer,Madhya Pradesh,Central,33.25,44.53,21.62,0.06,17.9,9.11,7.32,31.05,0.78,1,1
2004,5,Summer,Madhya Pradesh,Central,35.86,46.2,22.12,0.17,23.99,11.09,7.27,34.67,0.33,1,1
2004,6,Monsoon,Madhya Pradesh,Central,32.43,46.53,22.7,3.37,50.1,12.89,5.67,35.2,-0.03,1,1
2004,7,Monsoon,Madhya Pradesh,Central,28.19,36.05,22.37,10.33,76.27,9.79,4.55,31.98,0.84,1,0
2004,8,Monsoon,Madhya Pradesh,Central,25.88,31.65,21.69,14.59,88.98,11.92,3.07,27.71,-0.38,1,0
2004,9,Monsoon,Madhya Pradesh,Central,26.72,32.81,21.39,1.63,80.62,4.57,5.29,29.18,0.68,1,1
2004,10,Post-Monsoon,Madhya Pradesh,Central,23.64,32.6,14.13,0.79,66.84,5.08,5.44,24.77,-0.52,1,0
2004,11,Post-Monsoon,Madhya Pradesh,Central,22.14,32.71,12.04,0.26,49.7,4.9,4.81,24.95,0.53,1,0
2004,12,Winter,Madhya Pradesh,Central,19.49,32.41,8.44,0.02,39.22,5.51,4.56,25.32,0.08,1,1
2005,1,Winter,Madhya Pradesh,Central,18.58,31.57,6.61,1.27,40.72,6.3,4.13,25.74,-0.18,0,0
2005,2,Winter,Madhya Pradesh,Central,21.62,36.22,8.62,0.03,40.21,6.8,5.64,24.97,-0.35,0,1
2005,3,Summer,Madhya Pradesh,Central,27.26,40.32,13.86,0.61,32.52,7.16,6.44,26.69,0.02,0,0
2005,4,Summer,Madhya Pradesh,Central,30.85,43.31,15.13,0.06,15.4,7.6,6.97,28.83,-1.62,0,1
2005,5,Summer,Madhya Pradesh,Central,35.3,45.57,23.13,0.07,18.81,9.07,7.34,33.24,-0.23,0,1
2005,6,Monsoon,Madhya Pradesh,Central,35.1,46.01,22.97,3.23,36.9,11.16,5.97,36.5,2.64,0,1
2005,7,Monsoon,Madhya Pradesh,Central,26.67,33.02,22.44,25.43,87.77,11.09,3.42,29.63,-0.68,0,0
2005,8,Monsoon,Madhya Pradesh,Central,26.24,33.04,22.3,5.89,86.99,9.58,4.2,28.5,-0.02,0,1
2005,9,Monsoon,Madhya Pradesh,Central,26.25,32.86,19.44,10.14,85.05,7.45,4.4,28.42,0.21,0,0
