year,month,season,state,region,avg_temp_c,max_temp_c,min_temp_c,rainfall_mm,humidity_pct,wind_speed_kmh,sunshine_hrs,heat_index,temp_anomaly_c,el_nino_flag,drought_flag
2013,4,Summer,Odisha,East,31.64,43.5,20.59,2.28,44.0,6.59,6.2,32.48,-1.29,0,0
2013,5,Summer,Odisha,East,34.35,45.97,25.02,1.88,48.38,9.29,6.4,38.61,0.71,0,0
2013,6,Monsoon,Odisha,East,29.31,39.24,24.07,8.12,74.88,9.11,4.51,34.45,-0.79,0,0
2013,7,Monsoon,Odisha,East,27.72,33.51,23.46,8.99,84.15,8.21,3.77,31.99,0.42,0,0
2013,8,Monsoon,Odisha,East,26.98,31.75,23.08,7.76,86.43,6.37,4.29,30.32,0.16,0,0
2013,9,Monsoon,Odisha,East,26.63,31.46,23.18,9.31,87.89,5.29,4.41,29.53,0.11,0,0
2013,10,Post-Monsoon,Odisha,East,24.97,30.96,15.78,13.97,87.95,7.09,3.9,25.65,0.02,0,0
2013,11,Post-Monsoon,Odisha,East,21.13,28.12,12.41,0.03,78.71,3.67,4.44,21.85,-0.48,0,1
2013,12,Winter,Odisha,East,18.01,26.41,9.55,0.0,76.12,3.92,4.25,22.35,-0.6,0,1
2014,1,Winter,Odisha,East,18.61,26.9,9.7,0.01,73.55,3.85,4.22,22.75,-0.66,0,1
2014,2,Winter,Odisha,East,21.63,31.75,9.34,1.31,62.89,5.36,5.12,24.17,-1.75,0,0
2014,3,Summer,Odisha,East,26.84,41.15,14.45,1.24,52.16,5.08,5.48,27.39,-1.65,0,0
2014,4,Summer,Odisha,East,33.32,44.55,21.82,0.43,34.09,5.44,6.26,33.08,0.39,0,1
2014,5,Summer,Odisha,East,33.55,45.26,23.55,4.42,47.15,8.53,6.1,36.56,-0.09,0,0
2014,6,Monsoon,Odisha,East,31.23,43.92,25.12,4.75,67.94,7.96,5.29,37.58,1.13,0,0
2014,7,Monsoon,Odisha,East,28.08,33.74,22.62,13.51,84.36,8.46,3.34,33.01,0.78,0,0
2014,8,Monsoon,Odisha,East,26.87,31.32,23.48,10.49,88.95,8.6,4.04,30.27,0.05,0,0
2014,9,Monsoon,Odisha,East,26.47,31.55,20.17,8.87,87.88,5.9,4.34,29.12,-0.05,0,0
2014,10,Post-Monsoon,Odisha,East,25.02,31.3,16.81,3.02,81.86,4.82,4.6,25.88,0.07,0,0
2014,11,Post-Monsoon,Odisha,East,20.5,28.91,10.91,0.0,75.38,4.32,4.5,22.25,-1.11,0,1
2014,12,Winter,Odisha,East,17.31,26.7,6.81,0.48,66.58,3.96,3.83,24.95,-1.3,0,0
2015,1,Winter,Odisha,East,18.51,29.27,7.4,0.75,62.72,4.43,4.3,24.78,-0.76,1,0
2015,2,Winter,Odisha,East,22.95,35.49,9.06,0.42,48.39,4.36,5.42,25.09,-0.43,1,0
2015,3,Summer,Odisha,East,28.03,39.17,15.82,0.58,44.56,5.98,5.7,28.02,-0.46,1,0
2015,4,Summer,Odisha,East,31.15,43.46,21.24,2.98,47.77,7.74,5.93,32.43,-1.78,1,0
2015,5,Summer,Odisha,East,33.47,46.03,24.59,0.79,50.69,8.17,6.52,37.47,-0.17,1,1
2015,6,Monsoon,Odisha,East,29.85,41.91,24.83,5.23,69.74,10.91,4.55,34.62,-0.25,1,0
2015,7,Monsoon,Odisha,East,27.2,33.69,23.86,12.57,86.96,9.32,3.99,30.96,-0.1,1,0
2015,8,Monsoon,Odisha,East,27.28,32.68,23.13,11.2,87.74,7.45,4.17,31.27,0.46,1,0
2015,9,Monsoon,Odisha,East,26.75,31.46,20.99,5.18,87.13,6.05,4.62,29.78,0.23,1,1
2015,10,Post-Monsoon,Odisha,East,25.33,31.65,17.28,1.14,79.21,3.74,4.9,26.43,0.38,1,1
2015,11,Post-Monsoon,Odisha,East,22.3,29.11,14.61,0.14,73.82,3.71,4.23,23.27,0.69,1,1
2015,12,Winter,Odisha,East,20.85,29.97,8.79,0.74,68.41,4.32,3.58,23.44,2.24,1,0
2016,1,Winter,Odisha,East,20.35,33.19,8.84,0.16,49.87,4.5,4.31,25.1,1.08,0,1
2016,2,Winter,Odisha,East,25.87,37.89,14.83,0.6,54.12,5.0,4.73,26.6,2.49,0,0
2016,3,Summer,Odisha,East,29.36,41.06,19.58,1.02,45.64,5.15,5.45,29.59,0.87,0,0
2016,4,Summer,Odisha,East,35.22,46.14,22.97,0.26,33.37,7.49,6.46,35.78,2.29,0,1
2016,5,Summer,Odisha,East,33.59,45.17,24.57,2.7,49.04,8.6,6.12,37.21,-0.05,0,0
2016,6,Monsoon,Odisha,East,30.18,41.22,24.58,5.41,70.69,8.42,5.25,35.66,0.08,0,0
2016,7,Monsoon,Odisha,East,27.67,34.2,23.33,7.94,83.68,8.21,3.72,31.79,0.37,0,0
2016,8,Monsoon,Odisha,East,26.83,31.96,23.01,12.81,87.83,8.1,3.94,30.05,0.01,0,0
2016,9,Monsoon,Odisha,East,26.4,31.27,23.13,7.59,90.71,7.16,3.98,29.12,-0.12,0,0
2016,10,Post-Monsoon,Odisha,East,24.38,30.62,15.09,2.27,82.07,5.08,4.84,24.8,-0.57,0,0
2016,11,Post-Monsoon,Odisha,East,19.91,28.89,11.11,0.4,77.93,4.75,4.55,21.62,-1.7,0,0
2016,12,Winter,Odisha,East,18.64,27.16,8.75,0.0,66.21,3.67,4.27,24.18,0.03,0,1
2017,1,Winter,Odisha,East,20.2,31.28,9.67,0.1,54.27,3.53,4.4,24.93,0.93,0,1
2017,2,Winter,Odisha,East,24.19,37.24,12.49,0.0,43.97,4.21,5.51,25.43,0.81,0,1
2017,3,Summer,Odisha,East,28.16,42.87,15.29,1.16,46.32,5.62,5.96,28.3,-0.33,0,0
2017,4,Summer,Odisha,East,33.46,45.14,21.24,0.25,41.35,8.06,6.67,34.84,0.53,0,1
2017,5,Summer,Odisha,East,34.15,45.56,25.03,1.99,48.55,9.04,6.37,38.23,0.51,0,0
2017,6,Monsoon,Odisha,East,30.5,44.09,24.99,7.04,69.37,7.78,4.33,36.12,0.4,0,0
2017,7,Monsoon,Odisha,East,27.55,33.26,23.8,14.89,85.05,8.32,3.63,31.66,0.25,0,0
2017,8,Monsoon,Odisha,East,27.05,31.92,23.21,8.47,88.64,6.8,4.17,30.73,0.23,0,0
2017,9,Monsoon,Odisha,East,26.77,31.66,23.1,7.35,88.9,4.25,4.5,29.99,0.25,0,0
2017,10,Post-Monsoon,Odisha,East,25.83,31.75,17.86,4.07,82.77,4.39,4.41,27.42,0.88,0,0
2017,11,Post-Monsoon,Odisha,East,21.3,28.72,10.6,1.14,77.26,4.43,4.25,22.2,-0.31,0,0
2017,12,Winter,Odisha,East,18.39,26.33,8.53,0.2,70.94,3.82,4.06,23.41,-0.22,0,1
2018,1,Winter,Odisha,East,17.33,29.26,7.31,0.0,53.99,4.03,4.69,26.49,-1.94,1,1
2018,2,Winter,Odisha,East,23.17,36.2,10.85,0.01,44.99,4.54,5.39,25.15,-0.21,1,1
2018,3,Summer,Odisha,East,29.03,41.11,17.68,0.08,37.5,5.22,5.47,28.42,0.54,1,1
2018,4,Summer,Odisha,East,31.19,42.85,21.52,2.93,52.16,7.7,6.26,33.39,-1.74,1,0
2018,5,Summer,Odisha,East,32.3,43.83,23.39,3.44,57.29,8.53,6.19,36.94,-1.34,1,0
2018,6,Monsoon,Odisha,East,30.34,41.19,23.61,7.15,68.63,8.03,4.8,35.53,0.24,1,0
2018,7,Monsoon,Odisha,East,27.58,32.75,23.53,12.06,85.03,9.04,3.42,31.74,0.28,1,0
2018,8,Monsoon,Odisha,East,27.06,32.21,22.46,10.46,88.55,8.24,3.59,30.75,0.24,1,0
2018,9,Monsoon,Odisha,East,26.54,31.81,22.19,8.53,87.46,6.73,4.31,29.27,0.02,1,0
2018,10,Post-Monsoon,Odisha,East,24.8,31.83,15.95,3.22,78.97,5.62,4.88,25.58,-0.15,1,0
2018,11,Post-Monsoon,Odisha,East,22.19,29.85,11.62,0.0,74.37,3.13,4.56,23.13,0.58,1,1
2018,12,Winter,Odisha,East,17.88,26.87,6.03,2.04,72.0,4.25,3.48,23.43,-0.73,1,0
2019,1,Winter,Odisha,East,17.74,28.92,7.72,0.01,59.14,4.0,4.22,25.72,-1.53,0,1
2019,2,Winter,Odisha,East,22.95,35.89,9.81,1.14,51.67,4.54,5.18,25.03,-0.43,0,0
2019,3,Summer,Odisha,East,27.87,41.35,15.8,0.91,52.63,5.11,5.76,28.54,-0.62,0,0
2019,4,Summer,Odisha,East,32.79,44.12,22.73,1.21,41.76,6.66,6.49,33.83,-0.14,0,0
2019,5,Summer,Odisha,East,33.22,44.83,21.19,3.85,52.81,8.21,6.38,37.6,-0.42,0,0
2019,6,Monsoon,Odisha,East,32.52,44.59,25.68,4.7,61.27,8.5,5.38,38.74,2.42,0,0
2019,7,Monsoon,Odisha,East,28.2,34.63,22.96,8.7,81.29,9.5,3.95,32.82,0.9,0,0
2019,8,Monsoon,Odisha,East,27.3,32.83,23.86,9.64,87.05,7.2,3.57,31.24,0.48,0,0
2019,9,Monsoon,Odisha,East,26.7,31.95,22.49,10.91,89.44,5.69,3.97,29.85,0.18,0,0
2019,10,Post-Monsoon,Odisha,East,25.5,30.7,20.39,6.2,85.54,4.21,4.6,26.78,0.55,0,0
2019,11,Post-Monsoon,Odisha,East,21.66,28.85,13.95,0.19,81.99,4.25,4.12,21.59,0.05,0,1
2019,12,Winter,Odisha,East,18.04,25.53,4.53,0.06,78.73,3.74,3.74,21.62,-0.57,0,1
2020,1,Winter,Odisha,East,17.43,28.45,6.24,0.52,74.28,4.5,4.09,23.14,-1.84,0,0
2020,2,Winter,Odisha,East,19.73,30.62,8.83,2.13,64.96,4.93,4.42,23.99,-3.65,0,0
2020,3,Summer,Odisha,East,26.13,37.47,15.63,2.25,60.78,5.08,5.47,27.1,-2.36,0,0
2020,4,Summer,Odisha,East,30.75,42.44,20.22,3.45,47.91,6.01,6.13,31.83,-2.18,0,0
2020,5,Summer,Odisha,East,32.11,44.53,22.25,3.53,54.72,7.42,6.43,35.79,-1.53,0,0
2020,6,Monsoon,Odisha,East,28.82,37.31,24.31,8.82,78.79,6.59,4.59,34.0,-1.28,0,0
2020,7,Monsoon,Odisha,East,27.92,33.32,23.9,5.29,84.43,6.16,4.68,32.58,0.62,0,1
2020,8,Monsoon,Odisha,East,27.21,32.37,22.09,16.21,88.69,7.67,3.47,31.19,0.39,0,0
2020,9,Monsoon,Odisha,East,27.14,31.84,21.86,4.97,88.04,4.93,4.65,30.92,0.62,0,1
2020,10,Post-Monsoon,Odisha,East,25.72,30.71,16.88,4.87,87.0,5.33,4.22,27.28,0.77,0,0
2020,11,Post-Monsoon,Odisha,East,21.88,29.4,12.63,0.15,78.14,4.07,4.3,22.4,0.27,0,1
2020,12,Winter,Odisha,East,18.48,26.58,7.67,0.0,70.45,3.35,4.1,23.47,-0.13,0,1
2021,1,Winter,Odisha,East,19.91,29.47,9.08,0.04,61.53,3.78,3.96,24.38,0.64,0,1
2021,2,Winter,Odisha,East,22.65,36.39,8.67,0.05,42.35,4.61,5.28,25.05,-0.73,0,1
2021,3,Summer,Odisha,East,29.08,42.88,16.61,0.39,31.99,5.62,5.49,28.06,0.59,0,1
2021,4,Summer,Odisha,East,32.02,42.27,20.96,0.76,41.04,6.7,5.94,32.49,-0.91,0,0
2021,5,Summer,Odisha,East,31.47,40.86,24.22,6.6,57.89,8.42,5.59,35.3,-2.17,0,0
2021,6,Monsoon,Odisha,East,28.51,37.88,23.53,8.16,79.56,6.8,4.36,33.33,-1.59,0,0
2021,7,Monsoon,Odisha,East,27.42,32.82,23.72,9.14,86.88,8.53,4.03,31.55,0.12,0,0
2021,8,Monsoon,Odisha,East,27.27,32.13,23.26,5.11,87.59,6.73,4.44,31.22,0.45,0,1
2021,9,Monsoon,Odisha,East,26.48,31.52,23.19,12.58,89.76,6.88,3.99,29.28,-0.04,0,0
2021,10,Post-Monsoon,Odisha,East,25.62,31.38,17.1,2.13,85.56,4.64,4.53,27.04,0.67,0,1
2021,11,Post-Monsoon,Odisha,East,22.44,29.06,11.75,1.57,84.3,4.14,3.74,21.95,0.83,0,0
2021,12,Winter,Odisha,East,18.48,25.98,6.38,1.95,80.94,4.68,3.4,20.86,-0.13,0,0
2022,1,Winter,Odisha,East,17.55,26.12,6.42,1.26,75.25,4.03,3.91,22.82,-1.72,0,0
2022,2,Winter,Odisha,East,20.35,33.22,8.91,0.59,60.3,4.79,5.22,24.42,-3.03,0,0
2022,3,Summer,Odisha,East,28.17,41.6,16.27,0.02,45.66,4.93,5.86,28.25,-0.32,0,1
2022,4,Summer,Odisha,East,34.03,45.62,22.98,0.08,38.23,7.27,6.11,35.04,1.1,0,1
2022,5,Summer,Odisha,East,33.23,44.08,25.03,2.68,51.69,9.4,6.24,37.27,-0.41,0,0
2022,6,Monsoon,Odisha,East,30.92,41.27,24.62,4.53,64.69,8.17,4.78,35.88,0.82,0,0
2022,7,Monsoon,Odisha,East,27.57,32.36,23.85,11.3,86.17,7.06,3.94,31.87,0.27,0,0
2022,8,Monsoon,Odisha,East,27.06,32.43,23.09,14.09,87.7,6.91,3.97,30.66,0.24,0,0
2022,9,Monsoon,Odisha,East,26.72,31.26,22.37,5.5,88.44,5.94,4.47,29.82,0.2,0,0
2022,10,Post-Monsoon,Odisha,East,24.79,31.14,14.77,3.03,84.46,5.0,4.46,25.4,-0.16,0,0
2022,11,Post-Monsoon,Odisha,East,20.33,28.21,10.97,0.0,75.93,4.0,4.53,22.11,-1.28,0,1
2022,12,Winter,Odisha,East,19.82,29.31,10.18,0.01,65.52,3.49,4.04,23.89,1.21,0,1
2023,1,Winter,Odisha,East,20.33,31.67,7.06,0.0,58.21,3.56,4.17,24.61,1.06,1,1
2023,2,Winter,Odisha,East,23.42,36.71,10.25,0.0,38.86,5.62,5.59,25.13,0.04,1,1
2023,3,Summer,Odisha,East,28.04,37.89,16.72,1.61,43.88,4.28,4.96,27.98,-0.45,1,0
2023,4,Summer,Odisha,East,31.52,44.07,19.99,1.41,39.72,5.54,5.77,31.56,-1.41,1,0
2023,5,Summer,Odisha,East,33.59,44.92,22.49,1.89,43.18,6.59,6.09,35.53,-0.05,1,0
2023,6,Monsoon,Odisha,East,32.53,45.02,22.82,7.99,58.4,7.92,5.01,37.82,2.43,1,0
2023,7,Monsoon,Odisha,East,28.08,33.48,24.45,9.67,85.36,8.39,4.01,33.18,0.78,1,0
2023,8,Monsoon,Odisha,East,26.86,31.92,23.07,10.39,88.27,9.14,3.96,30.17,0.04,1,0
2023,9,Monsoon,Odisha,East,26.97,31.69,23.25,9.79,88.93,5.65,3.81,30.54,0.45,1,0
2023,10,Post-Monsoon,Odisha,East,24.35,31.13,15.65,2.19,83.12,5.72,4.81,24.7,-0.6,1,1
2023,11,Post-Monsoon,Odisha,East,21.45,29.02,14.06,0.18,79.19,4.39,4.19,21.94,-0.16,1,1
2023,12,Winter,Odisha,East,17.87,27.65,7.67,0.77,76.74,4.57,3.53,22.25,-0.74,1,0
2024,1,Winter,Odisha,East,18.76,28.42,9.08,0.64,66.62,4.07,3.43,24.06,-0.51,0,0
2024,2,Winter,Odisha,East,23.21,35.1,11.35,0.56,54.52,5.0,4.59,25.04,-0.17,0,0
2024,3,Summer,Odisha,East,27.47,40.45,15.38,1.77,47.33,5.11,5.18,27.69,-1.02,0,0
2024,4,Summer,Odisha,East,33.21,44.8,21.62,0.44,34.66,7.02,5.66,33.03,0.28,0,1
2024,5,Summer,Odisha,East,33.16,45.16,24.92,3.43,51.12,7.74,6.05,36.95,-0.48,0,0
2024,6,Monsoon,Odisha,East,31.41,42.33,25.14,6.62,65.8,7.81,5.25,37.4,1.31,0,0
2024,7,Monsoon,Odisha,East,27.97,33.2,24.32,9.07,85.77,8.78,3.15,32.94,0.67,0,0
2024,8,Monsoon,Odisha,East,27.12,31.66,23.59,10.35,89.03,7.38,3.6,30.97,0.3,0,0
2024,9,Monsoon,Odisha,East,27.22,32.08,23.91,8.35,89.31,8.21,4.23,31.29,0.7,0,0
2024,10,Post-Monsoon,Odisha,East,26.22,31.65,19.33,2.4,86.17,5.44,4.56,28.41,1.27,0,0
2024,11,Post-Monsoon,Odisha,East,21.8,30.49,12.55,0.16,78.0,3.71,4.24,22.36,0.19,0,1
2024,12,Winter,Odisha,East,19.69,28.05,8.85,1.18,77.49,3.96,3.29,21.7,1.08,0,0
2025,1,Winter,Odisha,East,19.2,32.01,8.88,0.0,61.92,3.67,4.34,24.56,-0.07,0,1
2025,2,Winter,Odisha,East,24.56,34.93,12.46,0.54,48.38,4.46,5.19,25.63,1.18,0,0
2025,3,Summer,Odisha,East,28.54,40.93,13.12,0.78,40.39,6.01,5.91,28.19,0.05,0,0
2025,4,Summer,Odisha,East,31.41,43.83,22.94,2.54,52.37,7.74,6.11,33.83,-1.52,0,0
2025,5,Summer,Odisha,East,31.31,42.27,22.72,4.06,60.11,7.02,5.69,35.54,-2.33,0,0
2025,6,Monsoon,Odisha,East,29.22,39.33,24.17,8.18,74.34,8.03,4.26,34.1,-0.88,0,0
2025,7,Monsoon,Odisha,East,27.31,32.43,23.11,9.77,87.22,8.28,3.45,31.29,0.01,0,0
2025,8,Monsoon,Odisha,East,27.22,32.11,23.07,6.62,87.24,6.98,3.84,31.04,0.4,0,0
2025,9,Monsoon,Odisha,East,26.96,32.12,23.22,9.24,88.71,5.08,4.1,30.49,0.44,0,0
2025,10,Post-Monsoon,Odisha,East,25.52,31.08,18.2,3.81,86.04,5.62,4.24,26.83,0.57,0,0
2025,11,Post-Monsoon,Odisha,East,19.52,29.72,9.74,0.01,79.5,4.75,4.59,21.21,-2.09,0,1
2025,12,Winter,Odisha,East,16.44,25.4,8.1,0.0,76.75,3.64,3.77,23.18,-2.17,0,1
2000,1,Winter,Punjab,North,13.91,24.95,1.17,1.0,38.99,6.05,2.9,29.19,0.93,0,0
2000,2,Winter,Punjab,North,13.92,29.52,4.16,0.64,45.46,5.69,4.01,30.08,-2.45,0,0
2000,3,Summer,Punjab,North,21.28,38.41,7.59,0.08,24.0,6.59,5.62,23.97,-1.65,0,1
2000,4,Summer,Punjab,North,31.39,44.43,15.88,0.02,12.39,7.02,6.64,29.25,1.69,0,1
2000,5,Summer,Punjab,North,36.55,47.13,22.35,0.63,21.01,8.71,6.82,35.02,1.5,0,0
2000,6,Monsoon,Punjab,North,35.12,46.02,24.42,3.03,36.53,7.24,6.17,36.44,-0.9,0,0
2000,7,Monsoon,Punjab,North,33.05,45.93,24.94,5.15,55.32,7.45,4.85,38.03,-0.81,0,0
2000,8,Monsoon,Punjab,North,33.53,42.42,26.27,1.63,50.07,5.62,6.0,37.4,1.41,0,1
2000,9,Monsoon,Punjab,North,31.27,41.49,19.34,1.36,40.96,5.11,5.65,31.42,1.49,0,1
2000,10,Post-Monsoon,Punjab,North,26.81,38.99,14.18,0.0,24.12,5.22,4.83,26.1,1.12,0,1
2000,11,Post-Monsoon,Punjab,North,20.91,33.37,8.7,0.07,24.05,5.51,3.37,23.92,0.95,0,1
2000,12,Winter,Punjab,North,15.8,27.58,4.92,0.07,25.69,5.47,3.16,24.69,0.89,0,1
2001,1,Winter,Punjab,North,12.51,28.21,1.78,0.37,37.96,5.44,3.09,30.57,-0.47,0,1
2001,2,Winter,Punjab,North,17.27,30.58,2.47,0.14,24.75,5.87,4.54,24.08,0.9,0,1
2001,3,Summer,Punjab,North,23.02,37.51,8.48,0.43,20.46,6.37,5.55,24.12,0.09,0,1
2001,4,Summer,Punjab,North,28.74,45.22,14.95,0.57,27.49,7.06,6.17,27.53,-0.96,0,0
2001,5,Summer,Punjab,North,35.52,47.78,24.97,1.08,24.65,7.45,6.9,34.35,0.47,0,0
2001,6,Monsoon,Punjab,North,35.09,43.93,26.2,2.69,40.93,6.44,6.04,37.67,-0.93,0,0
2001,7,Monsoon,Punjab,North,32.4,41.84,26.15,6.89,61.75,5.58,5.13,38.6,-1.46,0,0
2001,8,Monsoon,Punjab,North,32.04,40.28,24.18,2.29,58.77,4.79,5.86,36.8,-0.08,0,1
2001,9,Monsoon,Punjab,North,30.84,40.19,19.31,0.84,40.72,4.86,5.63,30.81,1.06,0,1
2001,10,Post-Monsoon,Punjab,North,27.25,38.35,16.29,0.0,24.65,4.46,4.71,26.38,1.56,0,1
2001,11,Post-Monsoon,Punjab,North,20.86,36.0,10.41,0.01,21.15,5.15,3.94,23.55,0.9,0,1
2001,12,Winter,Punjab,North,15.61,28.78,6.17,0.23,32.52,5.29,2.91,26.45,0.7,0,0
2002,1,Winter,Punjab,North,14.05,27.09,4.66,0.08,36.09,5.18,3.15,28.45,1.07,1,1
2002,2,Winter,Punjab,North,16.01,29.5,1.91,0.75,35.6,5.72,4.04,26.75,-0.36,1,0
2002,3,Summer,Punjab,North,23.69,39.28,9.16,0.47,28.03,5.98,5.5,24.82,0.76,1,1
2002,4,Summer,Punjab,North,30.88,44.33,16.15,0.19,16.04,6.7,6.18,28.86,1.18,1,1
2002,5,Summer,Punjab,North,36.64,48.49,23.03,0.55,14.59,7.63,7.16,34.2,1.59,1,0
2002,6,Monsoon,Punjab,North,37.7,48.49,26.87,0.85,23.06,6.34,6.44,36.96,1.68,1,1
2002,7,Monsoon,Punjab,North,37.53,48.23,28.54,1.96,29.58,6.19,5.95,38.51,3.67,1,1
2002,8,Monsoon,Punjab,North,33.67,44.2,25.82,3.62,48.24,5.94,4.93,37.13,1.55,1,0
2002,9,Monsoon,Punjab,North,28.93,38.1,20.6,3.58,55.37,5.04,5.22,30.25,-0.85,1,0
2002,10,Post-Monsoon,Punjab,North,25.84,37.94,17.13,0.07,40.39,4.54,4.59,26.12,0.15,1,1
2002,11,Post-Monsoon,Punjab,North,20.6,32.05,8.9,0.0,34.03,5.26,3.74,24.8,0.64,1,1
2002,12,Winter,Punjab,North,15.97,27.79,5.75,0.25,36.96,5.29,2.94,26.99,1.06,1,0
2003,1,Winter,Punjab,North,13.0,27.02,2.66,0.86,39.15,5.0,2.25,30.26,0.02,0,0
2003,2,Winter,Punjab,North,16.15,30.01,6.03,2.31,51.28,6.73,3.89,27.68,-0.22,0,0
2003,3,Summer,Punjab,North,21.12,34.79,3.8,0.56,42.07,6.95,5.02,25.04,-1.81,0,0
2003,4,Summer,Punjab,North,29.67,43.22,15.34,0.16,24.92,6.8,6.52,28.16,-0.03,0,1
2003,5,Summer,Punjab,North,33.89,45.95,18.84,0.24,13.84,7.74,7.11,31.45,-1.16,0,1
2003,6,Monsoon,Punjab,North,37.59,49.05,28.34,1.75,24.7,6.19,6.46,37.21,1.57,0,0
2003,7,Monsoon,Punjab,North,32.23,43.21,25.03,5.94,61.72,7.02,5.36,38.17,-1.63,0,0
2003,8,Monsoon,Punjab,North,31.57,39.91,25.08,3.86,64.1,5.15,5.42,37.28,-0.55,0,0
2003,9,Monsoon,Punjab,North,30.31,38.85,20.58,1.83,57.04,4.43,4.98,32.82,0.53,0,1
2003,10,Post-Monsoon,Punjab,North,25.05,36.34,15.39,0.02,37.39,4.9,4.9,25.63,-0.64,0,1
2003,11,Post-Monsoon,Punjab,North,18.69,31.98,6.88,0.24,33.58,5.36,3.7,25.16,-1.27,0,0
2003,12,Winter,Punjab,North,15.4,27.8,4.08,0.43,46.46,5.47,2.58,28.42,0.49,0,0
2004,1,Winter,Punjab,North,13.25,26.57,4.06,1.17,52.68,5.58,2.64,31.41,0.27,1,0
2004,2,Winter,Punjab,North,16.87,32.04,2.74,0.26,40.87,6.26,4.61,26.76,0.5,1,1
2004,3,Summer,Punjab,North,25.24,39.25,9.91,0.0,22.03,6.66,5.88,25.17,2.31,1,1
2004,4,Summer,Punjab,North,31.52,43.13,16.91,1.08,19.07,6.37,5.7,29.5,1.82,1,0
2004,5,Summer,Punjab,North,34.15,47.25,15.99,0.99,24.94,7.42,7.19,32.69,-0.9,1,0
2004,6,Monsoon,Punjab,North,35.52,45.38,25.18,2.0,34.77,6.8,6.4,36.63,-0.5,1,0
2004,7,Monsoon,Punjab,North,35.67,45.45,27.87,2.87,40.92,6.59,5.9,38.8,1.81,1,1
2004,8,Monsoon,Punjab,North,31.04,39.39,24.36,5.7,63.99,5.44,5.24,35.97,-1.08,1,0
2004,9,Monsoon,Punjab,North,31.04,41.0,22.46,0.23,42.76,4.86,5.39,31.39,1.26,1,1
2004,10,Post-Monsoon,Punjab,North,24.5,37.56,15.2,0.78,40.81,4.97,4.3,25.49,-1.19,1,0
2004,11,Post-Monsoon,Punjab,North,20.79,31.05,11.9,0.02,31.46,4.86,3.61,24.61,0.83,1,1
2004,12,Winter,Punjab,North,15.93,28.89,2.98,0.52,36.64,5.8,2.96,26.97,1.02,1,0
2005,1,Winter,Punjab,North,12.05,22.7,3.94,1.32,52.14,5.33,3.15,33.42,-0.93,0,0
2005,2,Winter,Punjab,North,14.33,26.32,3.68,1.81,59.97,5.98,3.23,29.36,-2.04,0,0
2005,3,Summer,Punjab,North,22.03,34.93,12.3,1.74,54.33,5.72,4.66,24.79,-0.9,0,0
2005,4,Summer,Punjab,North,26.69,39.22,10.93,0.36,30.72,6.88,6.2,26.26,-3.01,0,1
2005,5,Summer,Punjab,North,33.28,44.4,21.92,0.2,21.98,7.38,6.79,31.38,-1.77,0,1
2005,6,Monsoon,Punjab,North,37.25,49.03,25.51,2.85,24.92,7.56,6.92,36.78,1.23,0,0
2005,7,Monsoon,Punjab,North,32.77,41.27,24.45,4.55,59.12,6.23,5.0,38.64,-1.09,0,0
2005,8,Monsoon,Punjab,North,33.82,41.43,25.75,2.34,48.37,4.5,5.61,37.48,1.7,0,1
2005,9,Monsoon,Punjab,North,30.55,41.81,21.03,3.73,54.87,4.75,4.91,32.82,0.77,0,0
2005,10,Post-Monsoon,Punjab,North,25.47,37.16,13.16,0.08,37.24,4.43,4.8,25.82,-0.22,0,1
2005,11,Post-Monsoon,Punjab,North,19.21,30.23,8.96,0.09,31.06,5.65,3.82,24.76,-0.75,0,1
2005,12,Winter,Punjab,North,14.13,26.46,4.49,0.0,24.97,4.86,3.17,25.1,-0.78,0,1
2006,1,Winter,Punjab,North,12.49,29.41,1.02,0.34,41.87,6.08,3.07,31.48,-0.49,1,1
2006,2,Winter,Punjab,North,21.08,32.91,7.71,0.14,29.85,5.58,4.09,24.49,4.71,1,1
2006,3,Summer,Punjab,North,21.75,34.9,11.59,1.45,40.55,5.51,4.98,24.98,-1.18,1,0
2006,4,Summer,Punjab,North,29.45,44.41,14.88,0.03,20.87,6.44,6.33,27.83,-0.25,1,1
2006,5,Summer,Punjab,North,36.58,46.06,25.34,0.7,22.81,6.34,6.72,35.39,1.53,1,0
2006,6,Monsoon,Punjab,North,35.15,45.85,24.03,2.61,32.61,6.37,6.42,35.48,-0.87,1,0
2006,7,Monsoon,Punjab,North,33.15,44.18,25.0,6.77,58.2,6.55,5.03,39.25,-0.71,1,0
2006,8,Monsoon,Punjab,North,31.56,40.12,24.95,2.9,64.13,5.47,5.15,37.27,-0.56,1,1
2006,9,Monsoon,Punjab,North,28.28,36.47,20.66,4.43,67.17,4.93,5.2,30.81,-1.5,1,0
2006,10,Post-Monsoon,Punjab,North,25.82,37.51,17.28,0.99,50.57,5.08,4.54,26.45,0.13,1,0
2006,11,Post-Monsoon,Punjab,North,19.41,30.84,7.22,0.32,51.07,5.47,3.46,25.37,-0.55,1,0
2006,12,Winter,Punjab,North,13.57,24.7,3.66,0.5,55.15,5.76,2.78,30.88,-1.34,1,0
2007,1,Winter,Punjab,North,12.29,28.05,0.48,0.05,44.02,5.65,3.45,32.16,-0.69,0,1
2007,2,Winter,Punjab,North,15.75,27.01,6.48,3.64,61.58,5.36,3.29,27.29,-0.62,0,0
